id,name,category,themes,summary,time,address,longitude,latitude,tags,duration,overview,city
1209,평창메밀부치기전문점,1,['음식'],평창에 왔으면 메밀 요리를,,강원특별자치도 평창군 평창읍 하리 55-11,128.394564,37.366841,[1],2,"맛, 영양, 청결까지 3박자가 어우러진 시장 내 최고 부치기 집이다. 평창올림픽시장에 위치한 가장 큰 규모의 전집으로, 전 외에도 식사 메뉴를 판매하는 곳이다. 메밀칼국수, 메밀묵사발, 메밀묵무침, 메밀비빔국수가 있다. 주문 즉시 만들어주신다.",평창군
1210,봉평차이나,1,['음식'],"""슈퍼맨이 돌아왔다""와 ""생생정보통"" 방송에도 소개되었던 평창 맛집",영업시간 매일 11:00 ~ 20:00,강원특별자치도 평창군 봉평면 창동리 289-2 봉평농협 맞은편위치,128.378489,37.614692,[1],2,"봉평차이나는 봉평면에 위치한 중식집으로, 해물갈비짬뽕을 주력 메뉴로 삼고 있다. 최고의 맛을 선사하기 위해 늘 신선한 재료만을 사용하고 있다.",평창군
1211,노람뜰,1,['음식'],,,강원특별자치도 평창군 평창읍 중리 15-3,128.409462,37.376315,[1],2,커피도마시고 박물관도 구경하고 산책도 할 수 있는 다양한 즐길거리가 있는 문화공간 커피 전문점이다.,평창군
1212,작은통나무집카페,1,['음식'],  향긋한 커피가 맛있는  아기자기하고 안락한 느낌의 나무인테리어 카페,,강원특별자치도 평창군 방림면 계촌리 1988,128.270687,37.459776,[1],2,"평창 방림면에 위치한 카페로 핸드드립을 판매하고 있으며, 산미를 좋아하는 분에게 추천하는 곳이다.",평창군
1213,진소매운탕,1,"['음식', '맛집']","  횡성 매운탕, 어탕 칼국수 맛집",,강원특별자치도 횡성군 안흥면 안흥리 530-2 진소매운탕,128.148462,37.401738,[1],2,"진소매운탕은 강원도 횡성군에 있는 매운탕과 어탕 칼국수 전문점이다. 주천강변에 있어 직접 잡은 물고기로 매운탕과 어탕, 강원도 토속 음식인 감자부침, 도토리묵무침을 곁들여 먹을 수도 있다. 어탕 칼국수는 매콤하고 구수한 맛이 생선 살을 잘 익혀 육수를 낸 것이 느껴진다. 어탕 칼국수에 들어가는 면은 주문받는 즉시 뽑기 때문에 쫄깃하고 구수하다. 밥은 직접 지은 쌀로 지은 것인데 셀프바에 준비되어 있다. 밥을 무제한으로 제공하고 있어 특별한 주문이 없으면 면을 많이 주지 않으니 면을 좋아한다면 미리 많이 달라고 요청해야 한다. 메기매운탕, 잡고기 매운탕도 시원하고 얼큰한 국물이 아주 좋다. 넓은 전용 주차장이 있어 이용이 편리하다.",횡성군
1215,광덕식당,1,"['음식', '맛집', '전통']",  강릉 소머리 국밥 전문점,,강원특별자치도 강릉시 송정동 821-15,128.922742,37.772384,[1],2,"광덕식당은 강릉시 경강로에 있는 소머리국밥 전문점이다. 본점은 강릉중앙시장 안에 있는데 주차도 힘들고 시장 안에 있는 집이라 분점인 이곳이 더 인기가 좋다. 주메뉴는 소머리국밥, 소머리국밥에 순두부를 넣은 소순이, 순대국밥, 소머리수육 등이다. 반찬은 배추김치와 깍두기인데 맛이 매우 좋다. 국밥에 딱 어울리는 반찬이다. 소머리 수육을 주문하며 국물이 따로 나온다. 공깃밥을 시켜 식사를 할 수도 있다. 냄새가 전혀 없고 깔끔한 소머리 수육 맛과 시원한 국물이 일품이다. 70년 전통이라 하니 그동안 갈고 닦인 맛이다. 전국에서 찾는 고객이 많아 택배 서비스를 하고 있다. 주차는 매장 앞에 전용 주차장이 있어 이용이 편리하다.",강릉시
1216,애시당초,2,"['음식', '데이트', '카페', '맛집']",,영업시간 매일 11:00 ~ 20:00,강원특별자치도 강릉시 초당동 247-1 1층,128.91396,37.786746,[1],2,외관부터 실내까지 레트로 감성을 뽐내는 카페 애시당초. 이곳의 대표 메뉴는 '빠다밀키'로 카라멜우유 위에 에스프레소 크림이 올라간 버터스카치 커피이다. 흔하지 않은 달콤한 커피로 인기가 많다. 얼그레이에 꽃향이 나는 '동백꽃라떼'도 이곳만의 시그니처 메뉴로 찾는 이들이 많다. 초당두부마을과 가까운 거리에 위치해있으며 데이트 코스로도 아주 좋다.,강릉시
1217,동루골막국수,1,"['음식', '맛집']",  동치미가 매력적인 막국수 맛집,"영업시간 월,수,목,금,토,일 10:00 ~ 19:00",강원특별자치도 고성군 토성면 성대리 526-1 동루골막국수,128.509538,38.254887,[1],2,"강원도 고성군 토성면 성대리에 있는 동루골막국수는 순수 메밀로 만든 막국수가 인기인 막국수 맛집이다. 시골집 외관이지만 들어가 보면 꽤 넓은 실내가 준비되어 있고, 시원한 야외 자리도 마련되어 있다. 메밀면에 시원한 동치미와 양념을 넣어 먹는 막국수가 대표 메뉴이다. 수육은 냄새 없이 부드럽게 삶아서 투박하지만 먹게 좋게 썰어서 나와서 막국수와 함께 먹기 좋다. 인근에 도원리휴양지, 천학정, 금강산화암사, 미시령계곡 등이 있다.",고성군
1218,베짱이 문어국밥,1,['음식'],,"영업시간 월,화,목,금 09:00 ~ 16:00",강원특별자치도 고성군 토성면 교암리 177-10 3층 베짱이문어국밥,128.547803,38.289272,[1],2,"청간정아래 교암항 방파제 옆에 있는 문어 요리 전문점이다. 오렌지색 컨테이너 박스를 쌓아둔 것 같은 건물외관에 커다란 배짱이가 그려져있다. 대표 메뉴는 고성에서 잡은 문어를 직접 손질해서 만든 문어국밥으로 맵지않고 시원한 국물, 쫄깃한 문어 식감이 그대로 살아있다. 문어국밥의 문어는 샤브샤브처럼 살짝 익혀서 먹는 것을 추천한다. 메뉴판에는 각 문어메뉴에 대한 설명과 맛있게 먹는 팁까지 자세히 설명되어 있다.",고성군
1221,왕가수라청,1,"['음식', '맛집']",황태구이정식 맛있는 황태집,영업시간 매일 08:00 ~ 20:00,강원특별자치도 속초시 노학동 1006-15,128.535019,38.201993,[1],2,"왕가수라청은 강원도 속초에 있는 황태요리 전문점이다. 식당의 외관이 큰 기와집 모양이고 내부도 널찍하고 깔끔하게 관리되어 있다. 30년 넘게 한곳에서 같은 메뉴로 영업을 하는 집이다. 주메뉴는 황태구이와 더덕구이다. 개별 판매도 하고 있고 정식으로 판매도 하고 있다. 아침부터 영업을 하므로 현지인, 외지인 모두 아침 식사를 하기 좋은 식당이기도 하다. 식사하러 온 손님이라면 해장국, 산채비빔밥도 단품으로 판매를 하니 즐겨 볼 수 있다. 곁들임 메뉴로는 도토리무침, 메밀전병 등이 있다. 식당도 크고 앞에 있는 주차장도 널찍하다. 식사 전후해서 주변 관광지를 돌아보는 것도 추천한다.",속초시
1223,스케줄양양,1,"['음식', '맛집', '해수욕장']",이국적 분위기의 아일랜드풀 스케줄양양,"금,토 12:00 ~ 03:00",강원특별자치도 양양군 현남면 인구리 634-6,128.761553,37.969414,[1],2,"스케줄양양은 강원도 양양군에 있는 복합 문화 공간으로 아일랜드 풀을 갖추고 있다. 죽도 해수욕장과 인구해수욕장 사이에 있다. 양리단길이라고 부르는 곳이다. 양양의 핫플레이스로 양양에서 서핑을 즐기는 사람들의 성지이다. 아일랜드 풀 안에도 자리가 있고 풀 주변에도 자리가 있다. 패스트푸드처럼 직접 주문하고 받아오는 시스템이다. 음식은 모두 일회용기에 담아 준다. 음식도 먹고 맥주도 한잔하고 물총도 쏘며 놀기 좋은 곳이다. 어두워질수록 분위기가 깊어진다. 새벽 1시나 2시까지 영업을 하는 곳이라 밤늦게 방문하는 고객도 많다. 주차는 길가 도로변, 골목을 이용해야 한다.",양양군
1224,송월메밀국수,1,"['음식', '맛집']",양양 오면 꼭 들려야 할 메밀국수,"영업시간 월,수,목,금,토,일 09:30 ~ 16:00",강원특별자치도 양양군 손양면 송전리 89-2 송월메밀국수,128.653525,38.08754,[1],2,"송월메밀국수는 강원도 양양군에 있는 메밀막국수 전문점이다. 쏠비치 양양 근처에 있어 관광객이 많이 방문하고 있다. 한옥 단층으로 된 식당인데 툇마루에도 좌식 식탁을 두어 식사를 할 수 있고, 내부에도 방마다 식탁을 두어 이용이 가능하다. 밖에서 보는 것보다 내부가 훨씬 넓다. 주메뉴는 물 메밀국수, 비빔메밀국수와 곁들임으로 먹을 수 있는 수육이다. 메밀국수는 자극적이지 않은 양념으로 막국수 마니아층과 처음 막국수를 먹는 손님 간에 의견이 갈린다. 수육은 기름기가 적고 야들야들해서 인기가 좋다. 수육에 나오는 반찬이 상추쌈이 아니라 양배추쌈을 내어 주는 것이 독특하다. 주말에는 대기가 있으므로 도착한 후 먼저 대기를 등록해둬야 한다. 주차는 전용 주차장이 있어 이용이 편리하다.",양양군
1225,철원청정한우촌,1,"['음식', '맛집']",한우불고기 무한리필 맛집,매일 10:00 ~ 22:00,강원특별자치도 철원군 갈말읍 군탄리 930-2,127.307131,38.14999,[1],2,강원도 철원군 갈말읍에 있는 철원청정한우촌은 비교적 저렴한 가격에  한우불고기를 무한리필 할 수 있는 곳으로 인기가 많은 한우 전문점이다. 기본 반찬과 함께 세팅되는 불고기는 달큼하면서도 간이 세지 않아 양껏 먹기 좋다. 육수를 적당히 부어 한번 끓어오르면 바로 먹는 게 좋다. 반찬이나 육수 등은 셀프바에서 원하는 만큼 가져다 먹으면 된다. 무한리필 불고기 외에도  한우++을 비롯 갈비탕이나 곰탕 같은 식사류도 준비되어 있다. 철원 고석정 인근에 있어서 관광 후에 식사를 하기 좋은 코스이다.,철원군
1228,남부막국수본관,1,"['음식', '맛집']",빈대떡도 맛있는 막국수 맛집,영업시간 매일 11:00 ~ 20:00,강원특별자치도 춘천시 약사동 150,127.724405,37.872278,[1],2,"남부막국수본관은 강원도 춘천시 약사동에 있는 막국수 식당이다. 메뉴가 막국수, 편육, 빈대떡, 감자 부침이 전부이다. 식탁에 자리를 잡으면 제철 김치와 옛날 무짠지를 반찬으로 내어 준다. 전통 방식으로 만든 무짠지는 먹을수록 감칠맛과 시원함이 느껴진다. 녹두빈대떡과 감자부침은 바로 주문을 받아 구워 주는 부침이라 무짠지와 함께 잘 어울린다. 막국수는 면발에서 벌써 구수한 향기가 난다. 비빔 국수로 먹다가 중간에 육수를 부어 물국수로 마무리하면 좋다. 생활의 달인 프로그램에 막국수 장인으로 소개된 바 있다. 주차장은 가게 옆 하천에 있는 공영주차장을 이용하면 된다.",춘천시
1230,백일칼국수 춘천본점,1,"['음식', '맛집']",튀김만두가 기가막힌곳 백일칼국수,"월,화,수,목,금,일 11:00 ~ 21:00 · 휴게시간 월,화,수,목,금,일 15:00 ~ 17:00",강원특별자치도 춘천시 퇴계동 1173 1층 춘천백일칼국수,127.72796,37.862756,[1],2,,춘천시
1231,장가네더덕밥,1,"['음식', '맛집']",춘천 맛있는 한정식 장가네 더덕밥,매일 11:30 ~ 21:30 · 휴게시간 월~금 15:00 ~ 17:00,강원특별자치도 춘천시 동면 장학리 754-1,127.750923,37.905311,[1],2,"장가네더덕밥은 강원도 춘천시에 있는 한정식 식당이다. 소양강댐 주변을 산책하거나 겨울에 상고대를 감상하다가 만날 수 있는 식당이다. 비밀의 화원처럼 작은 숲길을 지나면 식당 입구를 만난다. 내부도 카페처럼 깔끔하고 은은한 분위기이다. 주문하고 기다리면 주방에서 차려진 한 상을 식탁으로 얹어 놓는다. 된장찌개, 산양삼, 장어구이, 오리구이, 갈비구이, 가오리찜, 표고버섯튀김, 보쌈, 더덕구이, 훈제 요리, 샐러드와 같은 일품요리와 나물, 밑반찬으로 구성된 한 상 차림이다. 마지막 하이라이트는 더덕과 콩이 들어간 영양밥이다. 음식이 정갈하고 담음새도 훌륭하다. 식당 바로 옆에 주차장이 있다. 빈자리가 없으면 제2주차장을 이용할 수 있다.",춘천시
1232,1.5닭갈비 본점,1,['음식'],지역민들이 줄서서 먹는 후평동 닭갈비집,매일 11:00 ~ 22:00,강원특별자치도 춘천시 후평3동 801-13 1.5닭갈비,127.753131,37.876346,[1],2,"1.5 닭갈비 본점은 춘천시 후평동 보안사거리에 있다. 흔히들 말하는 강원대 후문 먹자골목 쪽이다. 식당 건너편에 인공폭포가 깔린 근린공원이 있어 찾기에도 쉽다. 1.5 닭갈비는 2대에 걸쳐 영업하는 오래된 맛집으로 춘천 현지인들이 추천하는 닭갈비 집으로 유명하다. 철판 닭갈비가 주메뉴인데, 닭갈비와 함께 닭내장이 인기라 한다.",춘천시
1233,다키닥팜,1,"['음식', '맛집']",오리 숯불구이 전문점,"월,수,목,금,토,일 11:00 ~ 21:00 · 휴게시간 월,수,목,금,토,일 14:00 ~ 16:30",강원특별자치도 평창군 봉평면 유포리 81,128.391595,37.548948,[1],2,"평창의 다키닥팜은 오리 숯불구이 전문점이다. 1999년 개업하여 직접 운영하는 농장에서 기른 오리를 제공하는데, 육회로 먹어도 될 정도로 신선하다. 생오리 숯불구이가 추천 메뉴이다. 기본 500g에 부위별로 제공되고, 추가는 300g씩 가능하다. 그 외에 메뉴로 오리 한방백숙과 오리 날개 감자탕은 최소 2시간 전에 예약해야 한다. 재료가 소진되면 일찍 마감한다.",평창군
1234,메밀꽃향기,1,"['음식', '맛집']",국내산 메밀만을 사용하는 음식점,"영업시간 월,화,목,금,토,일 10:00 ~ 19:00",강원특별자치도 평창군 봉평면 창동리 682-1,128.359584,37.610578,[1],2,"메밀꽃향기는 강원도 양양군에 있는 메밀막국수 전문점이다. 이 식당의 인기 메뉴는 메밀막국수이다. 메밀막국수 2인분과 육전을 세트로 판매하고 있다. 기본 찬이 열무김치, 양파장아찌, 깍두기, 동치미 항아리이다. 막국수를 비빔으로 먹고 싶으면 한 국자, 물국수로 먹고 싶으면 세 국자를 넣어 양념과 섞어 먹으면 된다. 곁들임을 더 추가하고 싶으면 감자전, 메밀전병, 메밀만두, 명태회를 추가 할 수 있다. 막국수에 명태회를 올려 회 막국수로 먹어도 훌륭하다. 주차는 넓은 주차장이 있어 편하게 주차할 수 있다.",평창군
1236,황태통나무집식당,1,['음식'],           ,매일 07:00 ~ 22:00,강원특별자치도 평창군 대관령면 차항리 33-33,128.694738,37.686631,[1],2,"강원도 용평스키장가는 영동고속도로 용평,횡계IC삼거리에 위치하고 있으며, 산나물정식,황태구이백반,오삼불고기,닭도리탕,버섯전골,황태전골,더덕구이 등으로 통나무집에서 통나무의 향기와 더불어 맛있는 산채정식과 더덕구이를 즐길수 있다.",평창군
1237,금강숯불닭갈비 메밀막국수,1,"['음식', '맛집']",대관령맛집으로 핫한 금강숯불닭갈비,매일 09:00 ~ 22:00,강원특별자치도 평창군 대관령면 횡계리 661-167,128.708696,37.669734,[1],2,"금강숯불닭갈비 메밀막국수는 강원도 평창군 대관령에 있는 닭갈비 막국수 전문점이다. 매콤한 양념의 숯불 양념 닭갈비나 짭조름한 간장양념 닭갈비를 골라 주문할 수 있다. 치즈를 좋아한다면 퐁뒤 치즈를 시켜 양념 닭갈비를 찍어 먹을 수도 있다. 닭갈비를 모두 먹은 후에는 막국수로 식사할 수 있다. 곁들임으로 먹을 수 있는 메밀전병, 메밀 찐만두 등이 있다. 오롯이 손맛 하나로 맛을 내는 막국수는 조미료를 전혀 첨가하지 않았을 뿐만 아니라, HACCP 인증한 식품이며 국내산 청정육을 사용하고 있다. 오래전부터 맛집으로 소문난 식당이어서 대기할 수도 있다. 매장 앞에 전용 주차장이 있어 편하게 주차할 수 있다.",평창군
1238,햇골막국수,1,"['음식', '맛집']",50년 전통의 막국수 맛집,,강원특별자치도 화천군 사내면 사창리 822-9,127.51842,38.062836,[1],2,"화천군 사내면에 위치한 테이블이 4개인 막국수 식당이다. 작지만, 50년 전통을 자랑하는 곳으로, 노부부가 운영하고 있다. 주문하면 어르신이 국수틀에서 국수를 뽑는 모습을 볼 수 있다. 이 집의 막국수는 쉽게 끊기는 면에 슴슴한 평양냉면이 연상되는 스타일이다. 물 비빔 가리지 않는 스타일로 원하는 대로 육수를 부어서 먹을 수 있다. 수육이나 도토리묵, 손두부도 사이드 메뉴로 함께 즐기기 좋다. 별도 휴일은 없지만, 사정에 따라 예고 없이 휴업할 수 있어, 방문 전 미리 전화로 확인하는 것이 좋다. 창안산 산림욕장과 용담계곡이 가까이에 있다.",화천군
1239,웰리반점,1,"['음식', '스키', '맛집']",웰리힐리 근처 맛있는 중국집,매일 10:00 ~ 21:00,강원특별자치도 횡성군 둔내면 두원리 632-1,128.241581,37.496634,[1],2,"웰리반점은 강원도 횡성군 웰리힐리 근처에 있는 중식당이다. 보드나 스키를 타러 가서 가볍게 식사할 수 있는 곳이다. 전날에 음주했다면 웰리짬뽕으로 해장하면 좋다. 단골이 늘어나면서 겨울이 아니어도 근처를 지나는 길에 방문하는 고객이 많다. 이 집은 대통령의 중식을 담당하던 대통령 전담 쉐프 출신이 운영하는 식당이다. 명인이 만든 웰리짜장면, 웰리짬뽕, 탕수육이 모두 인기 메뉴다. 특히 점심에는 합리적인 가격에 런치 세트를 먹을 수도 있다. 주차는 매장 앞에 주차장이 있어 이용이 편리하다.",횡성군
1240,송정용짬뽕,1,"['음식', '맛집']",강릉시 송정동 짬뽕 전문 맛집,"월,화,목,금,토,일 10:00 ~ 22:00",강원특별자치도 강릉시 송정동 산20-4,128.931253,37.78117,[1],2,"송정용짬뽕은 강원도 강릉시 송정동에 있는 중화요리 전문점이다. 다양하고 독특한 짬뽕이 많아 TV 프로그램에 소개되면서 더욱 유명해 진 곳이다. 찹쌀가루와 혼합 반죽해서 기름기 없이 개운한 해물짬봉, 신선한 동해 문어 한 마리가 올려져 있는 문어짬뽕, 신선한 해물이 푸짐한 황제 짬뽕, 여름에는 시원하게 먹을 수 있는 냉짬뽕 등 짬뽕 전문점이다. 자장은 해물 뚝배기에 담겨 나오는데 테이블에서 뚝배기를 데워가며 마지막까지 따뜻하게 먹을 수 있다. 겉은 바삭하고 고기는 부드러운 찹쌀 탕수육도 인기다. 주차는 매장 앞에 넓은 주차장이 있어 이용이 편리하다. 식당 내부가 깔끔하고 통유리를 통해 주변 경치를 둘러보며 식사할 수 있다.",강릉시
1242,해오름자연산횟집,1,"['자연', '음식', '맛집', '해변']",강릉 주문진의 기가 막힌 물회 밥집,매일 09:00 ~ 21:30,강원특별자치도 강릉시 주문진읍 주문리 829-173,128.823801,37.907023,[1],2,"해오름자연산횟집은 강릉시 주문진 소돌해변에 있는 횟집이다. 자연산 회를 그대로 즐길 수도 있고, 물회로 즐길 수도 있다. 방문하는 인원수에 따라 세트 메뉴를 포함한 다양한 선택을 해서 여러 가지 음식을 즐길 수도 있다. 얼음이 떠 있는 빙수모듬물회, 해삼물회, 참가자미물회, 광어물회, 전복물회, 잡어물회와 비빔밥으로 즐길 수 있는 멍게덮밥, 잡어회덮밥, 광어회덮밥 등이 있다. 물회를 주문하면 미역국과 전복 내장죽으로 입맛을 돋워 준다. 겨울에는 한정 메뉴로 곰치국과 도루묵찌개를 하고 있어 따뜻한 국물 요리를 즐길 수 있다. 주차는 건물 옆이나 도로변에 가능하다.",강릉시
1243,강문떡갈비,1,"['음식', '맛집']",떡갈비와 한우육회물회가 맛있는 집,"월,화,목,금,토,일 11:00 ~ 21:00 · 휴게시간 월,화,목,금,토,일 15:00 ~ 17:00",강원특별자치도 강릉시 강문동 172,128.917617,37.7951,[1],2,"강문떡갈비는 강릉시에 있는 떡갈비 정식을 전문으로 하는 식당이다. 강문 해변 가는 길에 들릴 수 있다. 주메뉴는 소고기와 돼지고기를 섞어 비법 재료로 만든 떡갈비 정식이다. 어떤 메뉴를 시키든지 정식을 시키면 떡갈비가 나온다. 떡갈비 정식을 시키면 떡갈비 두 덩어리, 샐러드, 밥, 김치, 소스, 콘샐러드, 된장국이 같이 제공된다. 보기에도 깔끔하고 먹기도 편리하게 모두 하나의 쟁반에 담겨 있다. 신선한 메뉴를 원한다면 소고기 육회를 야채와 함께 비벼 먹는 육회 물회도 있다. 가격도 경쟁력이 있는 맛집이다. 피크 타임이나 주말에는 대기가 있는 편이니 방문 시간을 잘 골라서 방문해야 한다. 주차는 매장 앞에 전용 주차장이 있어 이용이 편리하다.",강릉시
1244,오핑하우스,1,['음식'],        ,매일 10:00 ~ 21:00,강원특별자치도 강릉시 연곡면 영진리 65-6,128.844552,37.869418,[1],1,"영진해변에 위치한 오핑하우스는 일상을 잠시 off 하는 공간이라는 의미가 있다. 1층과 2층은 카페, 3층은 숙소로 이용하고 있는 오핑하우스는 펜션도 유명하지만 도로를 사이에 두고 바다를 정면으로 바라보는 오션뷰 카페로도 유명하다. 도로에 차를 세우는 경우가 많아 카페 1층보다는 2층을 추천한다.",강릉시
1245,온더버튼,2,"['음식', '카페', '맛집', '오션뷰']",포토존으로 유명한 고성 바다뷰 카페,영업시간 매일 11:00 ~ 19:00,강원특별자치도 고성군 죽왕면 문암진리 134-26,128.547892,38.296291,[1],2,"고성 문암해변에 있는 뷰 맛집 카페이다. 카페 정면은 커다란 통창으로 문암해변이 한눈에 내려다보인다. 카페 뒤쪽에 주차장이 있어 주차된 차로 해변 뷰를 가리는 일은 없다. 분위기 있는 인테리어와 공간 구성으로 카페 곳곳은 인생샷 찍는 포토존으로 유명하다. 카페에서 음료는 다회용컵(리유저블컵)에 제공되고, 테이크아웃이나 실내에서 마시다가 밖으로 나갈 경우 요청하면 컵 뚜껑을 받아서 이용할 수 있다. 카페 2층은 루프탑으로 아이들은 안전상의 이유로 이용을 제한하고 있다. 라떼베르데, 썸머라떼, 마롱라데, 아메리카노, 라떼, 아인슈페너 등 다양한 메뉴를 갖추고 있고 인근에 천학정, 백도해수욕장, 교암리해수욕장 등이 있다.",고성군
1246,강릉불고기 삼척점,1,"['음식', '맛집']",강릉 해별 강릉불고기 삼척점,"월,화,목,금,토,일 10:00 ~ 21:00",강원특별자치도 삼척시 갈천동 188-3,129.163246,37.46597,[1],2,"강릉불고기 삼척점은 강원도 삼척시 갈천동에 있는 불고기 전문점이다. 근처에 쏠비치 삼척이 있어 여행객들도 많이 찾는 곳이다. 넓은 매장은 입식 테이블로 꾸며져 있다. 메뉴는 한우 불고기 한 가지로 불고기 위에 파를 산처럼 쌓아 국물과 함께 자작하게 끓여 먹는 방식이다. 불고기를 시키면 김치, 고사리나물, 전, 멸치볶음, 두부전, 마늘장아찌, 샐러드 등이 차려지고, 가자미구이가 더해진다. 가자미구이를 추가하면 별도로 돈을 받지만, 나머지 반찬은 모두 셀프 바를 이용해 원하는 만큼 가져다 먹을 수 있다. 공깃밥과 된장찌개는 별도 주문해야 하고 찰강냉이 범벅과 초당 모두부는 곁들임 메뉴로 잘 어울린다. 주차는 매장 뒤쪽이나 건너편 무료 주차장을 이용할 수 있다.",삼척시
1248,속초어장물회,1,"['음식', '맛집']",현지인도 인정한 속초 물회 맛집,매일 10:00 ~ 21:30,강원특별자치도 속초시 조양동 1550-9,128.587695,38.191057,[1],2,속초어장물회는 강원도 속초시 엑스포 공원 근처에 있는 물회 식당이다. 회전물회를 시키면 계절 회까지 포함해서 한 상이 차려 나오는 세트 메뉴이다. 2인 이상만 주문이 가능한 메뉴로 회로도 먹고 물회로도 먹을 수 있게 나온다. 나머지 물회는 1인분씩 판매하는데 구성에 따라 메뉴 이름이 달라진다. 물회에 제공되는 국수는 원하는 경우 밥으로 변경할 수도 있다. 물회 외에 다양한 식사 메뉴도 많다. 모든 횟감은 바닷가라 제철 어종을 위주로 그날 어획에 따라 달라진다. 내부는 메인홀은 입석으로 방은 좌석으로 되어 있어 편한 자리를 이용하면 된다. 매장에 전용 주차장이 있어 편하게 이용할 수 있다.,속초시
1249,꽃밭머리 전망대,2,"['음식', '카페', '맛집']",야경이 아름다운 베이커리 카페,매일 11:00 ~ 23:00,강원특별자치도 원주시 행구동 277-11,128.014418,37.348677,[1],2,"행구동 카페거리에서 길을 따라 올라가면 있는 베이커리 카페다. 주차장에서부터 에펠탑과 기린, 사슴, 토끼, 판다 등 여러 가지 모형이 있어 사진 찍기 좋다. 실외 테라스와 실내 자리로 구분되어 있다. 아메리카노, 에스프레소 등의 음료 메뉴와 조각 케이크와 빵, 쿠키 등 여러 가지 베이커리 메뉴도 판매한다. 전망대 카페인 만큼 탁트인 풍경을 자랑하는 2층 전망대에는 멋진 풍경과 구조물이 있어 포토존으로 인기가 있다.",원주시
1251,송희식당,1,"['음식', '맛집']",두툼하고 부드러운 황태구이와 황태국,,강원특별자치도 인제군 북면 원통리 1686-5 송희식당,128.215695,38.127346,[1],2,"강원도 인제에 있는 황태 전문 식당이다. 황태정식 단일 메뉴만을 판매하는데, 두툼하고 큼지막한 황태구이와 황태에 무를 넣어 진하게 끓여 낸 황탯국이 정갈한 강원도식 반찬들과 함께 나온다. 특히, 강원도의 다양한 나물 반찬을 맛볼 수 있어 찾는 사람이 많다. 황태구이는 잔가시 없이 손질이 돼 있어 먹기 좋고  추가 주문도 가능하다. 주차는 가게 마당에 할 수 있어 편하지만 아침부터 점심까지만 영업하기 때문에  영업시간을 확인하고 방문하는 것이 좋다.",인제군
1254,큰우리본점,1,"['음식', '한식', '맛집']",대관령 깔끔한 오픈형 주방의 한우주물럭 맛집,,강원특별자치도 평창군 대관령면 횡계리 204-1 큰우리본점,128.716603,37.672539,[1],2,"대관령면에 위치한 큰우리본점은 장애인편의시설 완비, 친환경 야채와 최상의 고기만을 선별하여 청결하고 친철한 식당이다. 오픈형 주방과 단체석 완비, 큰 주차장, 장애인 출입계단이 있다. 메뉴는 생등심, 생삼겹살, 오삼불고기, 차돌박이, 곤드레밥정식 등의 구이류와 식사류가 다양하게 준비되어 있다.",평창군
1257,광덕고개쉼터,1,"['음식', '맛집']",백운계곡위 광덕고개 정상 휴게소 맛집,,강원특별자치도 화천군 사내면 광덕리 1138-11,127.443912,38.099515,[1],2,"백운계곡 정상의 광덕 고개에 위치한 휴게소 스타일의 식당으로 매점과 함께 운영하고 있다. 인근 군부대의 면회객들이나, 휴가 후 복귀하는 군인들이 많이 찾는 맛집이다. 또한 인근 조경철 천문대 방문객들도 요기하기 위해 온다. 그래서인지 간편한 수수 부침이나 감자떡 같은 음식부터 든든한 한 끼 식사로 충분한 수제비, 막국수, 제육볶음, 찌개류 등 다양한 메뉴를 갖추고 있다. 양도 푸짐하고 맛있다. 실내 테이블도 있지만, 안쪽으로 가면 야외 테라스에 테이블들이 있다. 주변을 산세를 내려다보며, 식사할 수 있어 인기다.",화천군
1258,둔내한우백화점,1,"['음식', '맛집']",횡성한우 전문식당,매일 09:00 ~ 22:00,강원특별자치도 횡성군 둔내면 두원리 951-21 둔내한우백화점,128.226233,37.509205,[1],2,"횡성군 둔내면에 위치한 둔내한우백화점은 횡성한우를 전문적으로 취급하는 식당이다. 부위별 1++ 횡성한우를 저렴하게 믿고 먹을 수 있다. 다양한 부위를 맛볼 수 있는 한우 한 마리 메뉴가 대표 메뉴이다. 질 좋은 한우를 활용한 국밥, 육개장, 육회비빔밥, 육회 등도 인기다. 둔내 터미널은 물론, 둔내면 일대 펜션에 숙박 시에도 픽업 서비스를 받을 수 있다.",횡성군
1259,점봉산산채산나물천국,1,"['음식', '맛집']",돌솥밥 정식 전문점,영업시간 월~토 10:30 ~ 15:30,강원특별자치도 강릉시 초당동 481 2층,128.909597,37.78925,[1],2,"100% 점봉산 자연산 산나물로만 만드는 돌솥밥 정식 전문점이다. 된장국과 함께 도토리묵과 각종 버섯, 산나물과 열무, 도라지, 무채 나물 등 다양한 제철 산나물을 치자로 물들인 노란색 밥에 비벼 먹는다. 기호에 따라 양념을 덜거나 추가할 수 있어 자극적이지 않고 부드러운 맛을 즐길 수 있다. 다 먹은 후에는 미리 불려놓은 돌솥 누룽지를 후식으로 맛볼 수 있다. 식전 식후로 오미자청과 뽕잎 차, 식혜 등을 제공한다.",강릉시
